utt,spk,asr,cond,cer,hyp
p00_u07,p00,xlsr-korean,ce0,0.1067,앞으로 시는 이천 이십 삼 년 하반기 중 하 차택의 의무제를 도입해 버스에 제차 인원 정보를 파악해 탑승 인원을 실시간 수십팔 계획이다
p00_u07,p00,xlsr-korean,ce10,0.1867,앞으로 히는 이편 이십 삼 년 하반기 중 한타태의 의무기를 도입해 버스에 대차인원 정보를 파악해 합승인원을 실시간 수입판 계획이다
p00_u07,p00,whisper-small,taps,0.1733,앞으로 씨는 2023년 하반기 중 4차 태그 의무제를 도입해 버스 내 제차 인원 정보를 파악해 탑승 인원을 실시간 수집할 계획이다.
p00_u07,p00,whisper-small,ce10,0.1333,앞으로 씨는 2023년 하반기 중 하차태그 의무제를 도입해 버스 내 제차 인원 정보를 파악해 탑승 인원을 실시간 수집할 계획이다
p00_u07,p00,whisper-small,taps_notch,0.1733,앞으로 씨는 2023년 하반기 중 4차 태그 의무제를 도입해 버스 내 제차 인원 정보를 파악해 탑승 인원을 실시간 수집할 계획이다.
p00_u07,p00,whisper-small,ce10_notch,0.1333,앞으로 시는 2023년 하반기 중 하차테그 의무제를 도입해 버스 내 재차 인원 정보를 파악해 합승 인원을 실시간 수집할 계획이다
p00_u07,p00,whisper-small,taps_lpf4k,0.1733,앞으로 씨는 2023년 하반기 중 4차 태그 의무제를 도입해 버스 내 제차 인원 정보를 파악해 탑승 인원을 실시간 수집할 계획이다.
p00_u07,p00,whisper-small,ce10_lpf4k,0.1467,앞으로 신은 2023년 하반기 중 하차테그 의무제를 도입해 버스 내 재차 인원 정보를 파악해 탑승 인원을 실시간 수집할 계획이다
p00_u07,p00,whisper-small,hyb_tapsLow_ceHigh,0.2000,앞으로 씨는 2023년 하반기 중 4차 팩의 의무제를 도입해 버스 내 제차 인원 정보를 파악해 탑승 인원을 실시간 수집할 계획이다.
p00_u07,p00,whisper-small,hyb_ceLow_tapsHigh,0.1733,앞으로 T는 2023년 하반기 중 4차 태그 의무제를 도입해 버스 내 제차 인원 정보를 파악해 탑승 인원을 실시간 수집할 계획이다.
p00_u08,p00,mms-1b-all,no_se,0.3455,일를 통에 뻗은의 혼잡도 정보를 뻗스 정부 안력의 스마훈 드을 통에 위용시는들에게 제공할 계획이다
p00_u08,p00,mms-1b-all,taps,0.1818,이를 통해 버스의 혼잡도 정보를 버스 정보 안내기 쯤마혼등을 통해 이용시민들에게 대공할 계획이다
p00_u08,p00,mms-1b-all,enc5,0.2000,이를 통해 버스의 혼잡도 정보를 버스 정보 안내이 스마혼등을 통해 이용시민드에게 대공할 계획이다
p00_u08,p00,mms-1b-all,ce0,0.2000,일를 통에 버스의 혼잡도 정보를 버스 정보 안내후 쯤마혼 등을 통해 이용시민들에게 제공할 계획이다
p00_u08,p00,mms-1b-all,ce10,0.2545,일를 통해 버스의 혼잡더 정보를 버스 정보 안내귀 트마포등을 통해 위용시민드에게 제공할 계획이다
p00_u08,p00,xlsr-korean,no_se,0.4364,이를 통해 버 답별 병모을 버트 변부 알려주 마폰 변을 통해 우형 생민들에게 병경할 계획이다
p00_u08,p00,xlsr-korean,taps,0.1273,이를 통해 버스는 혼자도 정보를 버스 정부 안내기 스마트폰 등을 통해 이용 시민들에게 대공할 계획이다
p00_u08,p00,xlsr-korean,enc5,0.1273,이를 통해 버스는 혼잡도 정보를 버스 정부 안내이 스마트폰 등을 통해 이용 시민들에게 대공할 계획이다
p00_u08,p00,xlsr-korean,ce0,0.1273,이를 통해 버스는 혼자도 정보를 버스 정부 안내 기 스마트폰 등을 통해 이용 시민들에게 제공할 계획이다
p00_u08,p00,xlsr-korean,ce10,0.1636,이를 통해 버스의 혼자뼈 정보를 버스 정부 안내이 스마트폰 등을 통해 이용 시민들에게 대공할 계획이다
p00_u08,p00,whisper-small,taps,0.1091,"이를 통해 버스 내 혼잡도 정보를, 버스 정보 안내기, 스마트폰 등을 통해 이용 시민들에게 개공할 계획이다."
p00_u08,p00,whisper-small,ce10,0.0364,이를 통해 버스 내 혼잡도 정보를 버스 정보 안내기 스마트폰 등을 통해 이용 시민들에게 제공할 계획이다
p00_u08,p00,whisper-small,taps_notch,0.1455,"이를 통해 버스의 혼잡도 정보를, 버스 정보 안내기, 스마트폰 등을 통해 이용 시민들에게 개공할 계획이다."
p00_u08,p00,whisper-small,ce10_notch,0.0364,이를 통해 버스 내 혼잡도 정보를 버스 정보 안내기 스마트폰 등을 통해 이용 시민들에게 제공할 계획이다
p00_u08,p00,whisper-small,taps_lpf4k,0.0909,"이를 통해 버스 내 혼잡도 정보를, 버스 정보 안내기, 스마트폰 등을 통해 이용 시민들에게 제공할 계획이다."
p00_u08,p00,whisper-small,ce10_lpf4k,0.0364,이를 통해 버스 내 혼잡도 정보를 버스 정보 안내기 스마트폰 등을 통해 이용 시민들에게 제공할 계획이다
p00_u08,p00,whisper-small,hyb_tapsLow_ceHigh,0.1273,"이를 통해 버스의 혼잡도 정보를 버스 정보 안 내기, 스마트폰 등을 통해 이용 시민들에게 제공할 계획이다."
p00_u08,p00,whisper-small,hyb_ceLow_tapsHigh,0.0364,이를 통해 버스 내 혼잡도 정보를 버스 정보 안내기 스마트폰 등을 통해 이용 시민들에게 제공할 계획이다
p00_u09,p00,mms-1b-all,no_se,0.4182,원주이는 식k우 호조면 3열리 실봉체 구원에서 섬갈 자장남무 습 둘레길 계통식을 계체했다
p00_u09,p00,mms-1b-all,taps,0.4000,원주시는 19일5 호조면 3년이 7봉회육 공원에서 섬강 자장남무습 둘레길 계통식을 계체했다
p00_u09,p00,mms-1b-all,enc5,0.4000,원주시는 19일5 호조면 3년이 7봉케육 공원에서 섬강 자장남무수 둘레길 계통식을 계체했다
p00_u09,p00,mms-1b-all,ce0,0.4000,원주시는 19일5 호조면 3년이 7봉폐육 공원에서 섬강 자장남무수 둘레길 계통식을 계체했다
p00_u09,p00,mms-1b-all,ce10,0.4545,원주지는 19일5 호조면 3년리및 7봉폐우 공원에서 섬강 가장남무습 둘렉길 계통식을 계체했다
p00_u09,p00,xlsr-korean,no_se,0.5636,원급핑는 특글 오 호두면 한열리 일본 교 공원에서 평가 가장 나무 급 블랙질 배풍 급여발포했다
p00_u09,p00,xlsr-korean,taps,0.3636,원주지는 십 구 일 오후 호조면 사 년이 칠북 케우공원에서 성강 자장 남나문숙 레키 교통책을 개최했다
p00_u09,p00,xlsr-korean,enc5,0.3091,원주지는 십 구 일 오후 호조면 사 년리 칠본 케우공원에서 성강 사장 나수 레키 개통식을 개최했다
p00_u09,p00,xlsr-korean,ce0,0.3455,원주지는 십 구 일 오후 호조면 사 년이 칠북 케우공원에서 서강 사장 나마수 레키 고통식을 개최했다
p00_u09,p00,xlsr-korean,ce10,0.3818,원주진는 십 구 일 오후 호조면 한년 출본 페육공원에서 서강 가장 나선습 래겐 고통식을 제쇄했다
p00_u09,p00,whisper-small,taps,0.2909,원주시는 19일 오후 호조면 4년이 칠봉쾌유공원에서 섬강자장나무습 둘레길 개통식을 개최했다.
p00_u09,p00,whisper-small,ce10,0.2909,원주진은 19일 오후 호조면 산열리 칠봉태유공원에서 섬강 가장 나무습 둘레길 개통식을 개최했다
p00_u09,p00,whisper-small,taps_notch,0.3455,원주시는 19일 오후호조면 4년이 칠봉쾌유공원에서 섬강자장나무숲둘레길개통직을 개최했다.
p00_u09,p00,whisper-small,ce10_notch,0.2727,원주진은 19일 오후 호조면 산열리 칠봉태유공원에서 섬강 과장나무습 둘레길 개통식을 개최했다
p00_u09,p00,whisper-small,taps_lpf4k,0.3273,원주시는 19일 오후 호조면 4년이 칠봉쾌유공원에서 섬강자장나무숩둘레길개통식을 개최했다.
p00_u09,p00,whisper-small,ce10_lpf4k,0.3091,원주진은 19일 오후 호조면 산열리 실봉태유공원에서 섬강 가장 나무습 둘레길 개통식을 개최했다
p00_u09,p00,whisper-small,hyb_tapsLow_ceHigh,0.3818,원주진은 19일 오후 호조면 4년이 칠봉쾌유공원에서 섬강자장나무숩둘렛길개통식을 개최했다.
p00_u09,p00,whisper-small,hyb_ceLow_tapsHigh,0.3091,원주 씨는 19일 오후 호조면 4년이 칠봉쾌유공원에서 섬강 자장나무숩 둘레길 개통식을 개최했다.
p00_u10,p00,mms-1b-all,no_se,0.3659,인날 계통된 사점5k로m터 기모의 둘렉길은 더척결과 희의 군관을 비롯에 수령 30년 리상의 자장나무가 굴락을 리르고 있는 술등을 받추고 있다
p00_u10,p00,mms-1b-all,taps,0.3415,인할 계통된 사정5k로m터 길모의 둘레길은 대크결과 쉽의 공관을 비롯에 수령30년 이상의 자장나무과 굴락을 이르고 있는 수등을 갖추고 있다
p00_u10,p00,mms-1b-all,enc5,0.3537,이날 계통된 사정5k로m터 길모의 줄레길은 대크결과 시의 군관을 비롯에 수량 30년 이상의 자장나물과 굴락을 이르고 있는 수등을 갖추고 있다
p00_u10,p00,mms-1b-all,ce0,0.3171,위할 계통된 사정5k로m터 준모의 둘레길은 대크결과 쉽의 공관을 비롯에 수령30년 이상의 자장나무가 굴락을 이르고 있는 수 등을 갖추고 있다
p00_u10,p00,mms-1b-all,ce10,0.3415,인할 계통된 사점5km터 규모의 줄레길은 대끗결과 휴의 공관을 비롯에 수령30년 이상의 자장나무가 굴락을 리루고 있는 추등을 가추고 있다
p00_u10,p00,xlsr-korean,no_se,0.4756,이날 개평된 화법 우로림평 규모에 블랙교는 백대 결과 특계 공간을 비롯해  삼십 년 이상 다장 란가 온라을 의료 있는 특 병역 바겨 있다
p00_u10,p00,xlsr-korean,taps,0.2317,이날 계통된 사쩜 오 키로미터 규모의 둘래길은 대크결과 휴계 공간을 비롯해 수영 삼십 년 이상의 자장 나문과 분란을 이우고 있는 숙등을 가추고 있다
p00_u10,p00,xlsr-korean,enc5,0.2073,이날 계통된 사 쩜 오 키로미터 규모의 둘레길은 대크결과 식계 공간을 비롯해 수량 삼십 년 이상의 자장 나문과 분랑을 이우고 있는 수 등을 가추고 있다
p00_u10,p00,xlsr-korean,ce0,0.1951,이날 계통된 사쩜 오 키로미터 규모의 둘레길은 백크결과 수계공간을 비롯해 수영 삼십 년 이상의 자장 나무가 분람을 이우고 있는 웃등을 가추고 있다
p00_u10,p00,xlsr-korean,ce10,0.2805,이날 대통된 사쩜 오 키로민터 규모의 블에길은 택대별과 흉일 공간을 비롯해 수영 삼십 년 이상 사장 나문가 군란을 이우고 있는 습등을 가추고 있다
p00_u10,p00,whisper-small,taps,0.2439,이날 개통된 4.5km 규모의 둘레길은 태크길과 슈게 공간을 비롯해 수령 30년 이상의 자작나무과 굴랑을 이루고 있는 숲 등을 갖추고 있다.
p00_u10,p00,whisper-small,ce10,0.2317,이날 개통된 4.5km 규모의 둘레길은 백극길과 휴게 공간을 비롯해 수령 30년 이상의 자장나무가 굴랑을 이루고 있는 숲 등을 갖추고 있다
p00_u10,p00,whisper-small,taps_notch,0.2317,이날 개통된 4.5km 규모의 둘레길은 태크길과 슈게 공간을 비롯해 수령 30년 이상의 자작나무가 굴랑을 이루고 있는 숲 등을 갖추고 있다.
p00_u10,p00,whisper-small,ce10_notch,0.2195,이날 개통된 4.5km 규모의 둘레길은 대쿡길과 휴게 공간을 비롯해 수령 30년 이상의 자장나무가 굴락을 이루고 있는 숲 등을 갖추고 있다
p00_u10,p00,whisper-small,taps_lpf4k,0.2317,이날 개통된 4.5km 규모의 둘레길은 배크길과 슈게 공간을 비롯해 수령 30년 이상의 자작나무과 군랑을 이루고 있는 숲 등을 갖추고 있다.
p00_u10,p00,whisper-small,ce10_lpf4k,0.2683,이날 개통된 4.5km 규모의 둘레길은 백극길과 수길 공간을 비롯해 수령 30년 이상의 자장나무가 굴랑을 이루고 있는 숲 등을 갖추고 있다.
p00_u10,p00,whisper-small,hyb_tapsLow_ceHigh,0.2317,이날 개통된 4.5km 규모의 둘레길은 배크길과 휴게 공간을 비롯해 수령 30년 이상의 자장나무가 굴랑을 이루고 있는 숲 등을 갖추고 있다.
p00_u10,p00,whisper-small,hyb_ceLow_tapsHigh,0.2683,이날 개통된 4.5km 규모의 둘레길은 태극길과 식의 공간을 비롯해 수령 30년 이상의 자장나무가 굴랑을 이루고 있는 숲 등을 갖추고 있다.
p00_u11,p00,mms-1b-all,no_se,0.3091,실봉 체육 교원에서 출발에 성강을 따아 거는 택격길에는 들판과 장히 여으러진 풍강을 망직할 수 있다
p00_u11,p00,mms-1b-all,taps,0.2545,7봉 체육 교원에서 출발에 성강을 따라 거는 택끗 길에는 들판과 강히 어으러진 풍광을 망기할 수 있다
p00_u11,p00,mms-1b-all,enc5,0.2182,7봉 체육 경원에서 출발에 성강을 따라 거는 택끗길에는 들판과 강이 어으러진 풍광을 망기할 수 있다
p00_u11,p00,mms-1b-all,ce0,0.2364,7봉 체육 경원에서 출발에 성강을 따라 거는 택끗길에는 들판과 강히 어으러진 풍광을 망기할 수 있다
p00_u11,p00,mms-1b-all,ce10,0.2727,7봉 태육 경원에서 출발에 성강을 따라 거는 택끗 길에는 들판과 강히 어으러진 풍광을 망격할 수 있다
p00_u11,p00,xlsr-korean,no_se,0.4182,일본 태극병원에서 출발해 찬가를 따아 받는 태법길에는 급파와 당이 어울러진 풍가을 만기도 있다
p00_u11,p00,xlsr-korean,taps,0.2727,일본체육교원에서 출발해 성당을 따라 걷는 태극기에는 급판과 강이 어울려진 품강을 만끽할 수 있다
p00_u11,p00,xlsr-korean,enc5,0.2545,일본 체육교원에서 출발해 성장을 따라 걷는 태극기에는 급판과 강이 어울려진 품풍강을 만끽할 수 있다
p00_u11,p00,xlsr-korean,ce0,0.2182,일본 체육병원에서 출발해 성당을 따라 걷는 태극길에는 급판과 강이 어울려진 풍강을 만끽할 수 있다
p00_u11,p00,xlsr-korean,ce10,0.2545,일본 태육병원에서 출반해 현강을 따라 받는 태극길에는 불판과 강이 오울러진 풍강을 만끽할 수 있다
p00_u11,p00,whisper-small,taps,0.1818,칠봉체육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 망기할 수 있다.
p00_u11,p00,whisper-small,ce10,0.1455,칠봉체육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 만족할 수 있다
p00_u11,p00,whisper-small,taps_notch,0.1818,칠봉체육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 망기할 수 있다.
p00_u11,p00,whisper-small,ce10_notch,0.1636,칠봉태육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 만족할 수 있다
p00_u11,p00,whisper-small,taps_lpf4k,0.1636,칠봉체육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 만기할 수 있다.
p00_u11,p00,whisper-small,ce10_lpf4k,0.1636,칠봉체육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 만족할 수 있다.
p00_u11,p00,whisper-small,hyb_tapsLow_ceHigh,0.1636,칠봉체육경원에서 출발해 성강을 따라 걷는 태극길에는 들판과 강이 어우러진 풍강을 만기할 수 있다.
