split,utt,spk,asr,cond,hyp
test,p00_u13,p00,whisper-small,ce1.0,원주시는 관광객들에게 새로운 불거리 제공하기 위해 성광 가장나무 숲 둘레길의 다양한 유제의 숲을 추가 조성하기로 했다.
test,p00_u13,p00,whisper-small,ce2.0,원주 씨는 관광객들에게 새로운 볼거리를 제공하기 위해 성강 자장나무숲 둘레길의 다양한 주제의 숲을 추가 조성하기로 했다
test,p00_u13,p00,whisper-small,ce5.0,원주 씨는 관광객들에게 새로운 볼거리를 제공하기 위해 형광 가장 나무 숲 둘레길의 다양한 유제의 숲을 추가 조성하기로 했다
test,p00_u13,p00,whisper-small,ce10.0,원주 씨는 관광객들에게 새로운 볼거리를 제공하기 위해 성강 가장 나무 숲 둘레길의 다양한 주제의 숲을 추가 조성하기로 했다
test,p00_u13,p00,whisper-small,ce_only10.0,원주 씨는 관광객들에게 새로운 볼거리를 제공하기 위해 성강 가장 나무 숲 둘레길의 다양한 주제의 숲을 추가 조성하기로 했다
test,p00_u13,p00,whisper-small,enc5.0,"원주시는 관광객들에게 새로운 볼거리를 제공하기 위해 청강, 가장나무 숲, 둘레길의 다양한 주제의 숲을 추가 조성하기로 했다."
test,p00_u14,p00,whisper-small,no_se,"원창욱 원지시장은 치약산, 블랙기, 소금상, 그랜드벨리 등과 열기한 건강 프로그램을 운영하는 방안도 공토하고 있다, 또 말했다."
test,p00_u14,p00,whisper-small,taps,"원창목 원주시장은 키약산 둘렛길, 소금산 그랜드벨리 등과 연계한 관광 프로그램을 운영하는 방안도 검토하고 있다, 꼭 말했다."
test,p00_u14,p00,whisper-small,ce0.0,"원창목 원주시장은 취약산 둘레길, 소금산 그랜드벨리 등과 연기한 관광 프로그램을 운영하는 방안도 검토하고 있다, 꼭 말했다."
test,p00_u14,p00,whisper-small,ce0.1,"원창목 원주시장은 키약산 둘렛길, 소금산 그랜드벨리 등과 연기한 관광 프로그램을 운영하는 방안도 검토하고 있다, 꼭 말했다."
test,p00_u14,p00,whisper-small,ce0.5,"원창무 원주시장은 취약산 둘렉길, 소금산 그랜드벨리 등과 연기한 관광 프로그램을 운영하는 방안도 검토하고 있다. 그 말이다."
test,p00_u14,p00,whisper-small,ce1.0,"원창무 원주시장은 키약산 둘레길, 소금산 그랜드벨리 등과 영양광강 프로그램을 운영하는 방안도 검토하고 있다. 그 말이다."
test,p00_u14,p00,whisper-small,ce2.0,"원창무 원주시장은 키약산 둘레길, 소금산 그랜드벨리 등과 연기한 관광 프로그램을 운영하는 방안도 검토하고 있다. 그 말이다."
test,p00_u14,p00,whisper-small,ce5.0,"원창묵 원주시장은 쾌악산 둘레길, 소금산 그랜드벨리 등과 연계한 관광 프로그램을 운영하는 방안도 검토하고 있다, 꼭 말했다"
test,p00_u14,p00,whisper-small,ce10.0,"원창목 원주시장은 취약산 둘레길, 소금산 그랜드벨리 등과 연계한 관광 프로그램을 운영하는 방안도 검토하고 있다, 또 말했다"
test,p00_u14,p00,whisper-small,ce_only10.0,원창무 원주시장은 키약산 둘렛길 소금산 그랜드벨리 등과 연계한 관광 프로그램을 운영하는 방안도 곰토하고 있다 꼭 말했다
test,p00_u14,p00,whisper-small,enc5.0,"원창목 원주시장은 키약산 둘렛길, 소금산 그랜드벨리 등과 연기한 관광 프로그램을 운영하는 방안도 검토하고 있다, 꼭 말했다."
test,p00_u15,p00,whisper-small,no_se,아까 원조시는 지난해 5월 139.2km에 달하는 시악산 블랙기의 11개 코스 정지관을 개통했다.
test,p00_u15,p00,whisper-small,taps,앞서 원주시는 지난해 5월 139자 미킬로미터에 달하는 지약산 둘렛길 11개 코스 전 구간을 개통했다.
test,p00_u15,p00,whisper-small,ce0.0,앞서 원조 씨는 지난해 5월 139자 미크로미터에 달하는 지압산 둘레길 11개 코스 전 구간을 개통했다.
test,p00_u15,p00,whisper-small,ce0.1,앞서 원조 씨는 지난해 5월 139.2km에 달하는 치약산 둘레길 11기 코스 전 구간을 개통했다.
test,p00_u15,p00,whisper-small,ce0.5,앞서 원주시는 지난해 5월 139자 미키로미터에 달하는 티약산 둘렉길 11개 코스 전 구간을 개통했다.
test,p00_u15,p00,whisper-small,ce1.0,앞서 원규진은 지난해 5월 139자 2km에 달하는 지압산 둘넥길 11개 코스 전 구간을 개통했다.
test,p00_u15,p00,whisper-small,ce2.0,앞서 원주시는 지난해 5월 139.2km에 달하는 취약산 둘넥길 11개 코스 전 구간을 개통했다.
test,p00_u15,p00,whisper-small,ce5.0,앞서 원주진은 지난해 5월 139.2km에 달하는 기약산 둘레길 11개 코스 전 구간을 개통했다
test,p00_u15,p00,whisper-small,ce10.0,앞서 원주 씨는 지난해 5월 139자 미키로미터에 달하는 치약산 둘넥길 11개 코스 전 구간을 개통했다
test,p00_u15,p00,whisper-small,ce_only10.0,앞서 원주진은 지난해 5월 139.2km에 달하는 지학산 둘레길 11개 코스 전 구간을 개통했다
test,p00_u15,p00,whisper-small,enc5.0,앞서 원주시는 지난해 5월 139.2km에 달하는 지학산 둘레길 11개 코스 전 구간을 개통했다.
test,p00_u16,p00,whisper-small,no_se,"있는 등상로, 핵지, 인도, 국지, 역지, 마을길 등 기존의 길을 연결하고, 새로운 길을 내어 다듬은 도부 여행길이다."
test,p00_u16,p00,whisper-small,taps,"있는 등살로, 색길, 인도, 두길, 옛길, 마흑길 등 기존의 길을 연결하고, 새로운 길을 내어 다듬은 도부여행길이다."
test,p00_u16,p00,whisper-small,ce0.0,"있는 등살로, 색길, 임도, 두길, 옛길, 마흑길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도부 여행길이다."
test,p00_u16,p00,whisper-small,ce0.1,"있는 등산로, 햇길, 임도, 두길, 옛길, 마흑길 등 기존의 길을 연결하고, 새로운 길을 내어 다듬은 도보 여행길이다."
test,p00_u16,p00,whisper-small,ce0.5,"있는 등살로, 햇길, 임도, 두길, 옛길, 마을길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도부여행길이다."
test,p00_u16,p00,whisper-small,ce1.0,"있는 등산로, 핵길, 인도, 두길, 옙길, 마을길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도보 여행 길이다."
test,p00_u16,p00,whisper-small,ce2.0,"있는 등살로 색길, 인도, 두길, 옛길, 마을길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도보 여행길이다."
test,p00_u16,p00,whisper-small,ce5.0,"있는 등산로, 핵길, 인도, 두길, 옛길, 마을길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도보 여행 길이다"
test,p00_u16,p00,whisper-small,ce10.0,"있는 등살로 핵길, 임도, 두길, 옛길, 마을길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도보 여행길이다"
test,p00_u16,p00,whisper-small,ce_only10.0,이는 등살로 핵길 인도 두길 예길 막길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도보 여행 길이다
test,p00_u16,p00,whisper-small,enc5.0,"있는 등산로, 핵길, 인도, 두길, 옛길, 마압길 등 기존의 길을 연결하고 새로운 길을 내어 다듬은 도부 여행길이다."
test,p00_u17,p00,whisper-small,no_se,흔창군 체육회가 주최하고 흔창군 베드민턴 협회가 주간에 열린 제12회 흔창 고추장부의 전국 베드민턴 대회가 상황위에 막을 내렸다.
test,p00_u17,p00,whisper-small,taps,"순창군 체육회가 주최하고, 순창군 배드민턴협회가 주간에 열린 개시 미래 순창 고추장배 전국 배드민턴 대회가 청왕리에 막을 내렸다."
test,p00_u17,p00,whisper-small,ce0.0,순창군 체육회가 지체하고 순창군 베드민턴 협회가 주간에 열린 제12회 순창 고추장배의 전국 베드민턴 대회가 성황리에 막을 내렸다.
test,p00_u17,p00,whisper-small,ce0.1,순창군 체육회가 주최하고 순창군 배드민턴협회가 주간에 열린 괴씨 미래 순창 고추장배 전국 배드민턴 대회가 청왕리에 막을 내렸다.
test,p00_u17,p00,whisper-small,ce0.5,순창군 체육회가 주최하고 순창군 배드민턴협회가 주간에 열린 제12회 순창 고추장배의 전국 배드민턴 대회가 성황리에 막을 내렸다.
test,p00_u17,p00,whisper-small,ce1.0,순창군 체육회가 주최하고 순창군 배드민턴협회가 주간에 열린 개시 미래 순창 고추장배 전국 배드민턴 대회가 성악민의 막을 내렸다.
test,p00_u17,p00,whisper-small,ce2.0,순창군 체육회가 주최하고 순창군 배드민턴협회가 주간에 열린 제시 미래 순창 고추장배 전국 배드민턴 대회가 성악리에 막을 내렸다
test,p00_u17,p00,whisper-small,ce5.0,순창군 체육회가 주최하고 순창군 배드민턴협회가 주간에 열린 개시 미래 순창 고추장배 전국 배드민턴 대회가 성악리에 막을 내렸다
test,p00_u17,p00,whisper-small,ce10.0,순창군 체육회가 주최하고 순창군 배드민턴 협회가 주간에 열린 개시 미래 순창 고추장배 전국 배드민턴 대회가 성악민의 막을 내렸다
test,p00_u17,p00,whisper-small,ce_only10.0,순창군 체육회가 주최하고 순창군 배드민턴 여패가 주간에 열린 제12회 순창 고추장배 전국 배드민턴 대회가 청왕리에 막을 내렸다
test,p00_u17,p00,whisper-small,enc5.0,"순창군 체육회가 주최하고, 순창군 배드민턴협회가 주간에 열린 게시 미래 순창 고추장배의 전국 배드민턴 대회가 성악민의 막을 내렸다."
test,p00_u18,p00,whisper-small,no_se,"순창 국민체육센터도 세계구장에서 전라북도와 순창군의 후원에 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1,000여 명의 참가에 은기를 실광케 했다."
test,p00_u18,p00,whisper-small,taps,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보자 많은 1천여 명이 참가해 은기를 실광케 했다.
test,p00_u18,p00,whisper-small,ce0.0,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보자 많은 1천여 명이 참가해 은기를 실광케 했다.
test,p00_u18,p00,whisper-small,ce0.1,순창국민체육센터 등 해계부장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명이 참가해 은기를 실광케 했다.
test,p00_u18,p00,whisper-small,ce0.5,순창국민체육센터 등 해계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명 참가에 은기를 실광케 했다.
test,p00_u18,p00,whisper-small,ce1.0,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명이 참가해 은기를 실광케 했다.
test,p00_u18,p00,whisper-small,ce2.0,순창국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명이 참가해 인기를 실광케 했다.
test,p00_u18,p00,whisper-small,ce5.0,순창 국민체육센터 등 세계구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명이 참가해 은기를 실광케 했다
test,p00_u18,p00,whisper-small,ce10.0,순창 국민체육센터 등 해외구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명 참가에 은기를 실광케 했다
test,p00_u18,p00,whisper-small,ce_only10.0,순창 국민체육센터 등 해졔구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명이 참가해 인기를 실광케 했다
test,p00_u18,p00,whisper-small,enc5.0,순창국민체육센터 등 세길구장에서 전라북도와 순창군이 후원해 지난 6일부터 이틀 동안 열린 대회는 예상보다 많은 1천여 명이 참가해 인기를 실광케 했다.
test,p00_u19,p00,whisper-small,no_se,"특히 참가한 선수는 모두 동원인으로 연령별, 청별, 경기 방식에 따라 70개조로 나눠 경기가 진행됐다."
test,p00_u19,p00,whisper-small,taps,"특히 이 참가한 선수는 모두 동원인으로 연령별, 상별, 경기 방식에 따라 친찍개조로 나눠 경기가 진행됐다."
test,p00_u19,p00,whisper-small,ce0.0,"특히 이 참가한 선수는 모두 동호인으로 연령별, 성별, 경기 방식에 따라 친식계조로 나눠 경기가 진행됐다."
test,p00_u19,p00,whisper-small,ce0.1,"특히 이 참가한 선수는 모두 동원인으로 연령별, 상별, 경기 방식에 따라 친찍개조로 나눠 경기가 진행됐다."
test,p00_u19,p00,whisper-small,ce0.5,"특히 참가한 선수는 모두 동원인으로 연령별, 상별, 경기 방식에 따라 친식해조로 나도 경기가 진행됐다."
test,p00_u19,p00,whisper-small,ce1.0,"특히 참가한 선수는 모두 동원인으로 연령별, 성별, 경기 방식에 따라 친찍개조로 나눠 경기가 진행됐다."
test,p00_u19,p00,whisper-small,ce2.0,"특히 참가한 선수는 모두 동원인으로 연령별, 성별, 경기 방식에 따라 친집회조로 나눠 경기가 진행됐다."
test,p00_u19,p00,whisper-small,ce5.0,"특히 참가한 선수는 모두 동원인으로 연령별, 상별, 경기 방식에 따라 70개조로 나눠 경기가 진행됐다"
test,p00_u19,p00,whisper-small,ce10.0,"특히 참가한 선수는 모두 동원인으로 연령별, 성별, 경기 방식에 따라 실집개조로 나눠 경기가 진행됐다"
test,p00_u19,p00,whisper-small,ce_only10.0,특히 이 참가한 선수는 모두 동무위인으로 연령별 성별 경기 방식에 따라 침십개조로 나누 경기가 진행됐다
test,p00_u19,p00,whisper-small,enc5.0,"특히 이 참가한 선수는 모두 동원인으로 연령별, 성별, 경기 방식에 따라 친식계조로 나눠 경기가 진행됐다."
test,p00_u20,p00,whisper-small,no_se,애초 국민체육센터와 장응체육관 등 두 곳에서 대회가 진행될 예정이었으나 2000여 명의 참가를 해라 맞아 순천 제이고 체육관까지 되간에 세계 부장에서 치러졌다.
test,p00_u20,p00,whisper-small,taps,애초 국민체육센터와 장애인체육관 등 두 곳에서 대회가 진행될 예정이었으나 1천여 명이 첨가를 희망하자 순천 제일고 체육관까지 대관해 체계 구장에서 치러졌다.
